FPR,TPR,Threshold
0.08383219251591977,0.9181418513850033,0.843
0.08383219251591977,0.9181664463368894,0.8423
0.08385604235731832,0.9182463799305193,0.842
0.08390374204011543,0.9183201647861776,0.841
0.08392759188151398,0.9183755034279214,0.8403
0.08392759188151398,0.9184062471177791,0.84
0.08395144172291254,0.9184246933316936,0.8394
0.08397529156431109,0.918473883235466,0.839
0.08399914140570965,0.9184984781873521,0.8384
0.08404684108850675,0.9185046269253235,0.838
0.08414224045410099,0.9185353706151812,0.8374
0.08414224045410099,0.9185599655670673,0.837
0.08414224045410099,0.918590709256925,0.8364
0.08414224045410099,0.9186337504227258,0.836
0.0841899401368981,0.9186583453746119,0.8354
0.0842376398196952,0.9186706428505549,0.835
0.08426148966109376,0.9187136840163557,0.8345
0.08426148966109376,0.9187382789682418,0.834
0.08428533950249231,0.9187936176099856,0.8335
0.08428533950249231,0.9188182125618717,0.833
0.08428533950249231,0.9188551049897009,0.8325
0.08428533950249231,0.9189042948934731,0.832
0.08430918934389087,0.9189657822731885,0.8315
0.08430918934389087,0.9190088234389892,0.831
0.08430918934389087,0.9190703108187045,0.83
0.08433303918528942,0.9191133519845052,0.8296
0.08435688902668798,0.9191317981984197,0.829
0.08440458870948508,0.9191625418882774,0.8286
0.08442843855088364,0.9191932855781351,0.828
0.08442843855088364,0.9192547729578504,0.8276
0.0844522883922822,0.9192547729578504,0.827
0.0844522883922822,0.9192793679097365,0.826
0.0844999880750793,0.9193531527653949,0.825
0.0844999880750793,0.9194392350969963,0.824
0.08454768775787641,0.9194822762627971,0.8237
0.08454768775787641,0.9195560611184554,0.823
0.08457153759927497,0.91957450733237,0.8228
0.08457153759927497,0.9196175484981708,0.8223
0.08457153759927497,0.9196359947120853,0.822
0.08459538744067352,0.9196544409259999,0.8213
0.08459538744067352,0.9196913333538291,0.821
0.08461923728207207,0.9197220770436868,0.8203
0.08464308712347063,0.919771266947459,0.82
0.08464308712347063,0.9198266055892028,0.8193
0.08464308712347063,0.9198512005410889,0.819
0.08466693696486918,0.9198880929689182,0.8184
0.08466693696486918,0.9198942417068897,0.818
0.08469078680626774,0.9199311341347188,0.8174
0.08469078680626774,0.9199803240384911,0.817
0.0847623363304634,0.9199987702524057,0.8164
0.08478618617186195,0.9200172164663203,0.816
0.08483388585465906,0.920047960156178,0.8154
0.08483388585465906,0.9200910013219786,0.815
0.08488158553745617,0.9201155962738647,0.8145
0.08490543537885473,0.9201586374396655,0.814
0.08492928522025328,0.9201893811295232,0.8135
0.08495313506165184,0.9202262735573523,0.813
0.08495313506165184,0.9202754634611247,0.8125
0.08500083474444894,0.9202816121990961,0.812
0.08500083474444894,0.9203062071509822,0.8115
0.08500083474444894,0.9203246533648969,0.811
0.0850246845858475,0.920349248316783,0.8105
0.0850246845858475,0.9203676945306976,0.81
0.08507238426864461,0.9204045869585268,0.8096
0.08509623411004316,0.9204168844344698,0.809
0.08509623411004316,0.9204906692901282,0.8086
0.08512008395144172,0.9205337104559289,0.808
0.08514393379284028,0.9205398591939005,0.8076
0.08516778363423884,0.9205706028837581,0.807
0.08516778363423884,0.9205890490976727,0.8066
0.08516778363423884,0.9206197927875304,0.806
0.0851916334756374,0.9206566852153596,0.8057
0.0851916334756374,0.9206874289052172,0.805
0.0851916334756374,0.9207058751191318,0.8047
0.0851916334756374,0.9207366188089895,0.804
0.08521548331703595,0.9207489162849325,0.8037
0.08526318299983306,0.9207673624988472,0.803
0.08528703284123161,0.9208104036646478,0.8027
0.08528703284123161,0.9208472960924771,0.8022
0.08531088268263017,0.9208657423063916,0.802
0.08533473252402872,0.9209026347342208,0.8013
0.08533473252402872,0.9209641221139361,0.8003
